24 Sex c,24 Sex,c,HD 90043,HIP 50887,TIC 1713457,Gaia DR2 3830897080395058048,1,2,0,0,Radial Velocity,2010,2011-01,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,883,32.4,-13.8,0,2.08,0.05,-0.02,0,13.9,1.24,,,0,273.32,111.24,-69.92,0,0.86,0.35,-0.22,0,Msini,0.559,,,0,0.29,0.16,-0.09,0,,,,,,,,,,,,,2454930,209.9,-96.5,0,,220.5,182.2,-320.9,0,14.5,7.5,-3.6,0,K0 IV,5098,44,-44,0,4.9,0.08,-0.08,0,1.54,0.08,-0.08,0,-0.03,0.04,-0.04,0,[Fe/H],1.164,0.003,-0.003,0,3.5,0.1,-0.1,0,2.7,0.4,-0.4,0,,,,,2.77,0.5,-0.5,0,,,,,7.29,0.18,-0.18,0,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,44.7158,245.08569,-10.19818,157.99391,74.6277468,0.1879011,-0.1879011,65.2199,0.166731,-0.166731,-36.2721,0.244089,-0.244089,72.0691
2M0437 b,2MASS J04372171+2651014,b,,,TIC 125843782,Gaia DR2 151499478104075008,1,1,0,0,Imaging,2021,2021-10,Ground,Subaru Telescope,8.2 m Subaru Telescope,Infrared Camera and Spectrograph (IRCS),,,,,118,1.3,-1.3,0,13,1.16,,,0,1271.31363,317.82841,-317.82841,0,4,1,-1,0,Mass,3.18,,,0,,,,,,,,,1450,50,-50,0,,,,,,,,,,,,,,,,,,M V,3100,100,-100,0,0.84,0.11,-0.11,0,0.17,0.01,-0.02,0,0.01,0.05,-0.05,0,[Fe/H],-1.164,0.003,-0.003,0,4.5,0.5,-0.5,0,2.5,0.4,-0.4,0,3.32018,0.18984,-0.18984,0,22.54,0.14,-0.14,0,1.84,,,0,17.1,0.3,-0.3,0,04h37m21.73s,69.3405531,+26d51m01.08s,26.8502997,-13.44593,172.81975,4.72193,71.58413,28.3362604,0.1183872,-0.1183872,8.63445,0.182398,-0.182398,-26.9887,0.109749,-0.109749,128.484
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,b,,,TIC 206502540,,2,1,0,1,Imaging,2013,2013-05,Ground,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,,,,,84,,,0,12.3,1.1,,,0,4131.79,317.83,-317.83,0,13,1,-1,0,Mass,12.2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M5.5/M6,,,,,,,,,0.19,0.02,-0.02,0,,,,,,,,,,,,,,0.03,,,0,,,,,,,,,,,,,,,,,01h03m35.82s,15.8992489,-55d15m56.98s,-55.2658291,-61.77586,299.26888,-54.69414,341.46812,,,,,,,,,,47.2
2MASS J01225093-2439505 b,2MASS J01225093-2439505,b,,,TIC 11614485,Gaia DR2 5040416186560252416,1,1,0,0,Imaging,2013,2013-09,Ground,W. M. Keck Observatory,10 m Keck II Telescope,NIRC2 Camera,,,,,52,6,-6,0,11.209,1,,,0,7786.5,794.5,-794.5,0,24.5,2.5,-2.5,0,Mass,30.4,,,0,,,,,,,,,1600,100,-100,0,,,,,,,,,,,,,,,,,,M3.5 V,3530,50,-50,0,0.37,0.01,-0.01,0,0.4,0.05,-0.05,0,,,,,,-1.72,0.11,-0.11,0,4.86,0,0,0,0.12,0.01,-0.01,0,10.11868,0.33916,-0.33916,0,,,,,,,,,9.6,0.7,-0.7,0,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128,-82.5199,195.45385,-30.71197,8.62267,172.4426671,0.1502778,-0.1502778,120.455,0.176921,-0.176921,-123.398,0.119485,-0.119485,33.8281
2MASS J02192210-3925225 b,2MASS J02192210-3925225,b,,,TIC 77111651,Gaia DR2 4963614887043956096,1,1,0,0,Imaging,2015,2015-06,Ground,Cerro Tololo Inter-American Observatory,1.5 m CTIO Telescope,SIMON Near-Infrared Spectroimager,,,,,156,10,-10,0,16.141,1.44,0.03,-0.03,0,4417.837,349.613,-349.613,0,13.9,1.1,-1.1,0,Mass,5.77,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M6,3064,76,-76,0,0.28,0.01,-0.01,0,0.11,0.01,-0.01,0,,,,,,-2.23,0.06,-0.06,0,4.59,0.06,-0.06,0,0.035,0.005,-0.005,0,17.67076,0.13736,-0.13736,0,6.5,0.4,-0.4,0,,,,,10.6,0.7,-0.7,0,02h19m22.25s,34.8427046,-39d25m23.08s,-39.4230767,-67.98402,252.45343,-49.30514,13.50901,109.6,0.1,,103.6,0.1,,-35.9,0.1,,40.0896412
2MASS J04414489+2301513 b,2MASS J04414489+2301513,b,,,TIC 118893899,Gaia DR2 146487556211644544,1,1,0,0,Imaging,2010,2010-05,Space,Hubble Space Telescope,2.4 m Hubble Space Telescope,WFPC2 Camera,,,,,15,,,0,12.6,1.13,,,0,2383.6,794.5,-794.5,0,7.5,2.5,-2.5,0,Mass,6.55,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M8.5,2936,182,-182,0,0.23,0.01,-0.01,0,0.02,,,0,,,,,,-2.444,0.131,-0.188,0,5.01,0,0,0,0.001,,,0,22.7811,0.87304,-0.87304,0,,,,,,,,,,,,,04h41m44.91s,70.4371079,+23d01m51.08s,23.0308544,-15.11435,176.51065,0.80236,72.05025,23.2,0.6,,9,0.9,,-21.4,0.5,,120.423987
2MASS J12073346-3932539 b,2MASS J12073346-3932539,b,,,TIC 102076870,Gaia DR2 3459372646830687104,1,1,0,0,Imaging,2004,2004-10,Ground,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,,,,,55,,,0,12.9,1.15,,,0,1589.15,635.66,-635.66,0,5,2,-2,0,Mass,4.07,,,0,,,,,,,,,1250,200,-200,0,,,,,,,,,,,,,,,,,,M8,2825,157,-157,0,0.22,0.01,-0.01,0,0.02,,,0,,,,,,-2.561,0.11,-0.148,0,5.03,0.02,-0.02,0,0.008,0.004,-0.003,0,25.27945,0.31101,-0.31101,0,,,,,,,,,,,,,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399,22.54309,293.79011,-35.03506,199.74342,68.3315134,0.2231782,-0.2231782,-64.0825,0.233085,-0.233085,-23.7198,0.129679,-0.129679,64.308
2MASS J19383260+4603591 b,2MASS J19383260+4603591,b,,,TIC 271164763,Gaia DR2 2080063931448749824,2,3,0,1,Eclipse Timing Variations,2015,2015-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,406,4,-4,0,0.92,0.02,-0.02,0,13.4,1.2,,,0,603.877,31.783,-31.783,0,1.9,0.1,-0.1,0,Mass,1.38,,,0,0.33,0.05,-0.05,0,,,,,,,,,,,,,2455131,11,-11,0,BJD-TDB,302,8,-8,0,,,,,,29564,,,0,0.2,0,0,0,0.48,,,0,-0.092,,,0,[Fe/H],1.45,,,0,5.51,0.01,-0.01,0,,,,,,,,,,,,,,,,,,,,,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,11.67426,79.01876,65.72534,314.70935,6.9650162,0.0771526,-0.0771526,5.19637,0.077075,-0.077075,-4.6378,0.07725,-0.07725,396.332
2MASS J22362452+4751425 b,2MASS J22362452+4751425,b,,,TIC 200532605,Gaia DR2 1986772848034988544,1,1,0,0,Imaging,2016,2017-01,Ground,W. M. Keck Observatory,10 m Keck II Telescope,NIRC2 Camera,,,,,230,20,-20,0,12.3,1.1,,,0,3972.875,476.745,-476.745,0,12.5,1.5,-1.5,0,Mass,11.7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K7 V,4045,35,-35,0,0.64,0.06,-0.06,0,0.6,0.05,-0.05,0,,,,,,-1.021,0.002,-0.002,0,4.62,0.09,-0.13,0,0.12,0.01,-0.01,0,3.36994,1.23396,-1.05769,0,,,,,,,,,-21.5,0.2,-0.2,0,22h36m24.62s,339.1025931,+47d51m42.06s,47.861683,-9.10923,100.74846,50.8533,6.85902,69.8897974,0.0595904,-0.0595904,62.8913,0.0598322,-0.0598322,-30.4839,0.05855,-0.05855,69.5737
30 Ari B b,30 Ari B,b,HD 16232,HIP 12184,TIC 22874788,Gaia DR2 102082477749475200,4,1,0,0,Radial Velocity,2009,2009-12,Ground,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,Coude Echelle Spectrograph,335.10001,2.5,-2.5,0,0.99,0.02,-0.02,0,12.3,1.1,,,0,4392.4106,572.094,-572.094,0,13.82,1.8,-1.8,0,Msini,13,,,0,0.29,0.09,-0.09,0,,,,,,,,,,,,,2454538,20,-20,0,,307,18,-18,0,272,24,-24,0,F6 V,6331,61,-61,0,1.41,0.05,-0.05,0,1.93,0.27,-0.27,0,0.19,,,0,[Fe/H],0.381,0.001,-0.001,0,4.43,0.05,-0.05,0,0.91,0.83,-0.83,0,0.743,0.21937,-0.12864,0,38.3,1.8,-1.8,0,,,,,12.89,0.61,-0.61,0,02h36m57.91s,39.2412736,+24d38m52.84s,24.6480103,-32.3093,151.47681,8.85457,44.56452,141.8135318,0.0831079,-0.0831079,141.411,0.0830903,-0.0830903,-10.6774,0.0861366,-0.0861366,44.657
4 UMa b,4 UMa,b,HD 73108,HIP 42527,TIC 356478817,Gaia DR2 1092230803510960640,1,1,0,0,Radial Velocity,2006,2007-09,Ground,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,Coude Echelle Spectrograph,270.27,0.24,-0.09,0,0.877,0.001,0,0,12.6,1.12,,,0,2511.48007,63.24785,-120.13914,0,7.902,0.199,-0.378,0,Msini,6.9,,,0,0.453,0.021,-0.036,0,,,,,,,,,,,,,2455958.1,2.3,-4.1,0,JD,28.6,3.2,-5.4,0,242.24,7.45,-14.31,0,K1 III,4415,70,-70,0,18.11,1.47,-1.47,0,1.23,0.15,-0.15,0,-0.25,0.04,-0.04,0,[Fe/H],2.062,0.008,-0.008,0,1.8,0.15,-0.15,0,4.604,2,-2,0,,,,,,,,,,,,,14.62,0.14,-0.14,0,08h40m12.67s,130.0528099,+64d19m40.98s,64.3280504,35.95654,151.35882,44.02809,112.80905,66.6571379,0.3031445,-0.3031445,-61.2227,0.310392,-0.310392,26.362,0.260603,-0.260603,73.4603
42 Dra b,42 Dra,b,HD 170693,HIP 90344,TIC 233721425,Gaia DR2 2256800156348230400,2,1,0,0,Radial Velocity,2008,2009-06,Ground,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,Coude Echelle Spectrograph,479.1,6.2,-6.2,0,1.19,0.01,-0.01,0,13,1.16,,,0,1233.13,270.14,-270.14,0,3.88,0.85,-0.85,0,Msini,3.08,,,0,0.38,0.06,-0.06,0,,,,,,,,,,,,,2452757.4,3.7,-3.7,0,,218.7,10.6,-10.6,0,110.5,7,-7,0,K1.5 III,4200,70,-70,0,22.03,1,-1,0,0.98,0.05,-0.05,0,-0.46,0.05,-0.05,0,[Fe/H],2.155,0.007,-0.008,0,1.71,0.05,-0.05,0,9.49,1.76,-1.76,0,,,,,1,,,1,,,,,31.79,0.32,-0.32,0,18h25m59.40s,276.4975053,+65d33m48.11s,65.5633652,27.12504,95.41912,87.18291,342.26846,108.2005422,0.3427786,-0.3427786,105.248,0.342127,-0.342127,-25.1041,0.354036,-0.354036,90.6545
47 UMa b,47 UMa,b,HD 95128,HIP 53721,TIC 21535479,Gaia DR2 777254360337133312,1,3,0,0,Radial Velocity,1996,1996-06,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,1078,2,-2,0,2.1,0.02,-0.02,0,13.2,1.18,,,0,804.08,22.25,-19.07,0,2.53,0.07,-0.06,0,Msini,1.92,,,0,0.032,0.014,-0.014,0,,,,,,,,,,,,,2451917,63,-76,0,,334,23,-23,0,48.4,0.8,-0.9,0,G0 V,5872,92.94,-113.53,0,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.04,0.1,-0.1,0,[M/H],0.198,0.012,-0.011,0,4.3,0.07,-0.07,0,6.48,1.44,-1.04,0,0.83662,0.15924,-0.15376,0,2.8,,,0,,,,,11.22,0,0,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,63.3677,175.78305,31.06122,149.06831,322.3708569,0.2031388,-0.2031388,-317.642,0.201582,-0.201582,55.0139,0.249541,-0.249541,13.7967
47 UMa c,47 UMa,c,HD 95128,HIP 53721,TIC 21535479,Gaia DR2 777254360337133312,1,3,0,0,Radial Velocity,2001,2002-01,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,2391,100,-87,0,3.6,0.1,-0.1,0,14.2,1.27,,,0,171.621,20.976,-23.201,0,0.54,0.066,-0.073,0,Msini,0.329,,,0,0.098,0.047,-0.096,0,,,,,,,,,,,,,2452441,628,-825,0,,295,114,-160,0,8,1,-1,0,G1 V,5872,92.94,-113.53,0,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.04,0.1,-0.1,0,[M/H],0.198,0.012,-0.011,0,4.3,0.07,-0.07,0,6.48,1.44,-1.04,0,0.83662,0.15924,-0.15376,0,2.8,0.5,-0.5,0,,,,,11.22,0,0,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,63.3677,175.78305,31.06122,149.06831,322.3708569,0.2031388,-0.2031388,-317.642,0.201582,-0.201582,55.0139,0.249541,-0.249541,13.7967
47 UMa d,47 UMa,d,HD 95128,HIP 53721,TIC 21535479,Gaia DR2 777254360337133312,1,3,0,0,Radial Velocity,2009,2010-04,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,14002,4018,-5095,0,11.6,2.1,-2.9,0,13.5,1.2,,,0,521.22,92.17,-152.55,0,1.64,0.29,-0.48,0,Msini,1.16,,,0,0.16,0.09,-0.16,0,,,,,,,,,,,,,2451736,6783,-5051,0,,110,132,-160,0,13.8,2.2,-2.9,0,G0V,5872,92.94,-113.53,0,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.04,0.1,-0.1,0,[M/H],0.198,0.012,-0.011,0,4.3,0.07,-0.07,0,6.48,1.44,-1.04,0,0.83662,0.15924,-0.15376,0,2.8,0.5,-0.5,0,,,,,11.22,0,0,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,63.3677,175.78305,31.06122,149.06831,322.3708569,0.2031388,-0.2031388,-317.642,0.201582,-0.201582,55.0139,0.249541,-0.249541,13.7967
51 Eri b,51 Eri,b,HD 29391,HIP 21547,TIC 298810162,Gaia DR2 3205095125321700480,3,1,0,0,Imaging,2015,2015-00,Ground,Gemini Observatory,8.19 m Gemini South Telescope,Gemini Planet Imager,11688,6209.25,-3287.25,0,13.2,0.2,-0.2,0,13.4,1.19,,,0,635.66,,,0,2,,,0,Mass,1.45,,,0,0.45,0.1,-0.15,0,,,,,700,,,0,133,14,-7,0,2455563,5844,-1826,0,JD,87,34,-30,0,,,,,F0 IV,7295,120.09,-98.99,0,1.49,0.05,-0.06,0,1.75,0.05,-0.05,0,-0.027,0.045,-0.045,0,[M/H],0.85,0.06,-0.06,0,4.31,0.09,-0.07,0,0.02,0.006,-0.006,0,0.70712,0.15974,-0.13468,0,65.19,0.14,-0.17,0,,,,,17.3,3,-3,0,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,-30.65764,198.61297,-24.30532,67.30974,77.7287954,0.1954289,-0.1954289,44.3523,0.227124,-0.227124,-63.8329,0.17812,-0.17812,29.7575
51 Peg b,51 Peg,b,HD 217014,HIP 113357,TIC 139298196,Gaia DR2 2835207319109249920,1,1,0,0,Radial Velocity,1995,1995-11,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,4.230785,0.000036,-0.000036,0,0.0527,0.003,-0.003,0,14.3,1.27,,,0,146.2018,19.0698,-3.1783,0,0.46,0.06,-0.01,0,Mass,0.275,,,0,0.013,0.012,-0.012,0,,,,,,,,,80,10,-19,0,2450001.51,0.61,-0.61,0,,58,,,0,55.94,0.69,-0.69,0,G5V,5758,101.62,-119.62,0,1.18,0.07,-0.04,0,1.03,0.17,-0.09,0,0.18,0.1,-0.1,0,[M/H],0.136,0.007,-0.015,0,4.31,0.08,-0.06,0,10,,,0,0.89374,0.19619,-0.15014,0,2.2,1,-1,0,30,,,0,-33.25,0,0,0,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958,-34.7275,90.06374,25.18633,354.28512,216.4603396,0.2040787,-0.2040787,207.363,0.207151,-0.207151,62.094,0.166006,-0.166006,15.4614
